,FY,Division,Code,Month,MonthNumber,MonthSortKey,FND_CAT,Pillar,Numerator_Hours,Denominator_Hours,Rate
2406,2019,250,253,Mar,06--Mar,6,MISSION,FTS,4,128,0.03125
2407,2019,250,253,Mar,06--Mar,6,MISSION,OVERHEAD,22,1285,0.017120623
2408,2019,250,253,Mar,06--Mar,6,MISSION,TSRA,0,508.5,0
2409,2019,250,253,Mar,06--Mar,6,MISSION,UNIQ,5,447.5,0.011173184
2410,2019,250,253,May,08--May,8,MISSION,CMO,0,58,0
2411,2019,250,253,May,08--May,8,MISSION,FTS,2,70,0.028571429
2412,2019,250,253,May,08--May,8,MISSION,OVERHEAD,14,1333,0.010502626
2413,2019,250,253,May,08--May,8,MISSION,TSRA,0,426,0
2414,2019,250,253,May,08--May,8,MISSION,UNIQ,167,495,0.337373737
2415,2019,250,253,Nov,02--Nov,2,MISSION,CMO,2,102,0.019607843
2416,2019,250,253,Nov,02--Nov,2,MISSION,FTS,0,140,0
2417,2019,250,253,Nov,02--Nov,2,MISSION,OVERHEAD,18.5,934.5,0.019796683
2418,2019,250,253,Nov,02--Nov,2,MISSION,TSRA,1.5,760,0.001973684
2419,2019,250,253,Nov,02--Nov,2,MISSION,UNIQ,2,198,0.01010101
2420,2019,250,253,Oct,01--Oct,1,MISSION,CMO,36.5,199,0.183417085
2421,2019,250,253,Oct,01--Oct,1,MISSION,FTS,0,480,0
2422,2019,250,253,Oct,01--Oct,1,MISSION,OVERHEAD,30,900,0.033333333
2423,2019,250,253,Oct,01--Oct,1,MISSION,TSRA,0,375.5,0
2424,2019,250,253,Oct,01--Oct,1,MISSION,UNIQ,152,533,0.285178236
2425,2019,250,253,Sep,12--Sep,12,MISSION,CMO,0,8,0
2426,2019,250,253,Sep,12--Sep,12,MISSION,FTS,2.5,210,0.011904762
2427,2019,250,253,Sep,12--Sep,12,MISSION,OVERHEAD,50.5,1066.5,0.047351149
2428,2019,250,253,Sep,12--Sep,12,MISSION,TSRA,0,409,0
2429,2019,250,253,Sep,12--Sep,12,MISSION,UNIQ,32.5,324,0.100308642
2430,2019,250,254,Apr,07--Apr,7,MISSION,FTS,42,667,0.062968516
2431,2019,250,254,Apr,07--Apr,7,MISSION,OVERHEAD,24,309.5,0.077544426
2432,2019,250,254,Apr,07--Apr,7,MISSION,TSRA,303,604,0.501655629
2433,2019,250,254,Apr,07--Apr,7,REIMB,,0,12,0
2434,2019,250,254,Aug,11--Aug,11,MISSION,CMO,0,8,0
2435,2019,250,254,Aug,11--Aug,11,MISSION,FTS,89,725,0.122758621
2436,2019,250,254,Aug,11--Aug,11,MISSION,OVERHEAD,16.5,241,0.06846473
2437,2019,250,254,Aug,11--Aug,11,MISSION,TSRA,0,404,0
2438,2019,250,254,Aug,11--Aug,11,MISSION,UNIQ,0,20,0
2439,2019,250,254,Dec,03--Dec,3,MISSION,FTS,18,721,0.024965326
2440,2019,250,254,Dec,03--Dec,3,MISSION,OVERHEAD,14.5,186,0.077956989
2441,2019,250,254,Dec,03--Dec,3,MISSION,TSRA,0,287,0
2442,2019,250,254,Dec,03--Dec,3,REIMB,,0,96,0
2443,2019,250,254,Feb,05--Feb,5,MISSION,FTS,213,885,0.240677966
2444,2019,250,254,Feb,05--Feb,5,MISSION,OVERHEAD,40.5,221,0.183257919
2445,2019,250,254,Feb,05--Feb,5,MISSION,TSRA,0,291,0
2446,2019,250,254,Jan,04--Jan,4,MISSION,CMO,2,13,0.153846154
2447,2019,250,254,Jan,04--Jan,4,MISSION,FTS,51,639,0.079812207
2448,2019,250,254,Jan,04--Jan,4,MISSION,OVERHEAD,12,230,0.052173913
2449,2019,250,254,Jan,04--Jan,4,MISSION,TSRA,0,573,0
2450,2019,250,254,Jan,04--Jan,4,MISSION,UNIQ,0,36,0
2451,2019,250,254,Jan,04--Jan,4,REIMB,,0,33,0
2452,2019,250,254,Jul,10--Jul,10,MISSION,CMO,0,88,0
2453,2019,250,254,Jul,10--Jul,10,MISSION,FTS,66.5,861,0.077235772
2454,2019,250,254,Jul,10--Jul,10,MISSION,OVERHEAD,26,212,0.122641509
2455,2019,250,254,Jul,10--Jul,10,MISSION,TSRA,0,166,0
2456,2019,250,254,Jul,10--Jul,10,MISSION,UNIQ,0,24,0
2457,2019,250,254,Jun,09--Jun,9,MISSION,FTS,546,827,0.660217654
2458,2019,250,254,Jun,09--Jun,9,MISSION,OVERHEAD,20,162.5,0.123076923
2459,2019,250,254,Jun,09--Jun,9,MISSION,TSRA,0,320,0
2460,2019,250,254,Jun,09--Jun,9,MISSION,UNIQ,0,20,0
2461,2019,250,254,Mar,06--Mar,6,MISSION,FTS,231.5,988,0.234311741
2462,2019,250,254,Mar,06--Mar,6,MISSION,OVERHEAD,38,239.5,0.158663883
2463,2019,250,254,Mar,06--Mar,6,MISSION,TSRA,0,330,0
2464,2019,250,254,May,08--May,8,MISSION,CMO,0,96,0
2465,2019,250,254,May,08--May,8,MISSION,FTS,149.5,742,0.20148248
2466,2019,250,254,May,08--May,8,MISSION,OVERHEAD,18.5,339,0.054572271
2467,2019,250,254,May,08--May,8,MISSION,TSRA,90.5,418,0.216507177
2468,2019,250,254,Nov,02--Nov,2,MISSION,FTS,275,1022,0.269080235
2469,2019,250,254,Nov,02--Nov,2,MISSION,OVERHEAD,31,294.5,0.105263158
2470,2019,250,254,Nov,02--Nov,2,MISSION,TSRA,67.5,303,0.222772277
2471,2019,250,254,Oct,01--Oct,1,MISSION,FTS,7,1100,0.006363636
2472,2019,250,254,Oct,01--Oct,1,MISSION,OVERHEAD,27,306,0.088235294
2473,2019,250,254,Oct,01--Oct,1,MISSION,TSRA,25,261,0.095785441
2474,2019,250,254,Oct,01--Oct,1,MISSION,UNIQ,0,64,0
2475,2019,250,254,Oct,01--Oct,1,REIMB,,0,48,0
2476,2019,250,254,Sep,12--Sep,12,MISSION,FTS,16,957,0.016718913
2477,2019,250,254,Sep,12--Sep,12,MISSION,OVERHEAD,20,234,0.085470085
2478,2019,250,254,Sep,12--Sep,12,MISSION,TSRA,0,88,0
2479,2019,250,255,Apr,07--Apr,7,MISSION,CMO,8,9,0.888888889
2480,2019,250,255,Apr,07--Apr,7,MISSION,FTS,75,849,0.088339223
2481,2019,250,255,Apr,07--Apr,7,MISSION,OVERHEAD,0,128,0
2482,2019,250,255,Apr,07--Apr,7,MISSION,TSRA,322.5,800,0.403125
2483,2019,250,255,Aug,11--Aug,11,MISSION,FTS,109,766,0.14229765
2484,2019,250,255,Aug,11--Aug,11,MISSION,OVERHEAD,0,176,0
2485,2019,250,255,Aug,11--Aug,11,MISSION,TSRA,0,948,0
2486,2019,250,255,Dec,03--Dec,3,MISSION,FTS,58,584,0.099315068
2487,2019,250,255,Dec,03--Dec,3,MISSION,OVERHEAD,22,112,0.196428571
2488,2019,250,255,Dec,03--Dec,3,MISSION,TSRA,0,463,0
2489,2019,250,255,Dec,03--Dec,3,MISSION,UNIQ,0,88,0
2490,2019,250,255,Feb,05--Feb,5,MISSION,CMO,48,201,0.23880597
2491,2019,250,255,Feb,05--Feb,5,MISSION,FTS,124,714,0.173669468
2492,2019,250,255,Feb,05--Feb,5,MISSION,OVERHEAD,16,96,0.166666667
2493,2019,250,255,Feb,05--Feb,5,MISSION,TSRA,44,475,0.092631579
2494,2019,250,255,Feb,05--Feb,5,MISSION,UNIQ,0,24,0
2495,2019,250,255,Jan,04--Jan,4,MISSION,CMO,0,24,0
2496,2019,250,255,Jan,04--Jan,4,MISSION,FTS,12,470,0.025531915
2497,2019,250,255,Jan,04--Jan,4,MISSION,OVERHEAD,4,158,0.025316456
2498,2019,250,255,Jan,04--Jan,4,MISSION,TSRA,0,695,0
2499,2019,250,255,Jan,04--Jan,4,MISSION,UNIQ,10,200,0.05
2500,2019,250,255,Jul,10--Jul,10,MISSION,FTS,37,1045,0.035406699
2501,2019,250,255,Jul,10--Jul,10,MISSION,OVERHEAD,10,157,0.063694268
2502,2019,250,255,Jul,10--Jul,10,MISSION,TSRA,54,607,0.088962109
2503,2019,250,255,Jun,09--Jun,9,MISSION,FTS,18,675,0.026666667
2504,2019,250,255,Jun,09--Jun,9,MISSION,OVERHEAD,5,194,0.025773196
2505,2019,250,255,Jun,09--Jun,9,MISSION,TSRA,0,715,0
2506,2019,250,255,Jun,09--Jun,9,MISSION,UNIQ,0,0,0
2507,2019,250,255,Mar,06--Mar,6,MISSION,CMO,5,32,0.15625
2508,2019,250,255,Mar,06--Mar,6,MISSION,FTS,8,955,0.008376963
2509,2019,250,255,Mar,06--Mar,6,MISSION,OVERHEAD,15,168,0.089285714
2510,2019,250,255,Mar,06--Mar,6,MISSION,TSRA,8,573,0.013961606
2511,2019,250,255,May,08--May,8,MISSION,CMO,10,40,0.25
2512,2019,250,255,May,08--May,8,MISSION,FTS,15,712,0.021067416
2513,2019,250,255,May,08--May,8,MISSION,OVERHEAD,11.5,198,0.058080808
2514,2019,250,255,May,08--May,8,MISSION,TSRA,82,706,0.116147309
2515,2019,250,255,May,08--May,8,REIMB,,0,98,0
2516,2019,250,255,Nov,02--Nov,2,MISSION,FTS,0,625,0
2517,2019,250,255,Nov,02--Nov,2,MISSION,OVERHEAD,18,212,0.08490566
2518,2019,250,255,Nov,02--Nov,2,MISSION,TSRA,0,493,0
2519,2019,250,255,Nov,02--Nov,2,MISSION,UNIQ,0,97,0
2520,2019,250,255,Nov,02--Nov,2,REIMB,,0,72,0
2521,2019,250,255,Oct,01--Oct,1,MISSION,CMO,0,16,0
2522,2019,250,255,Oct,01--Oct,1,MISSION,FTS,25,980,0.025510204
2523,2019,250,255,Oct,01--Oct,1,MISSION,OVERHEAD,24,211,0.113744076
2524,2019,250,255,Oct,01--Oct,1,MISSION,TSRA,0,416,0
2525,2019,250,255,Oct,01--Oct,1,MISSION,UNIQ,0,47,0
2526,2019,250,255,Oct,01--Oct,1,REIMB,,0,32,0
2527,2019,250,255,Sep,12--Sep,12,MISSION,FTS,94,719,0.130737135
2528,2019,250,255,Sep,12--Sep,12,MISSION,OVERHEAD,4,179,0.022346369
2529,2019,250,255,Sep,12--Sep,12,MISSION,TSRA,0,662,0
2530,2019,250,255,Sep,12--Sep,12,MISSION,UNIQ,0,16,0
2531,2019,250,255,Sep,12--Sep,12,REIMB,,12,76,0.157894737
2532,2019,260,260,Apr,07--Apr,7,MISSION,OVERHEAD,0,166,0
2533,2019,260,260,Aug,11--Aug,11,MISSION,OVERHEAD,0,160,0
2534,2019,260,260,Dec,03--Dec,3,MISSION,OVERHEAD,0,128,0
2535,2019,260,260,Feb,05--Feb,5,MISSION,OVERHEAD,0,132,0
2536,2019,260,260,Jan,04--Jan,4,MISSION,OVERHEAD,0,168,0
2537,2019,260,260,Jul,10--Jul,10,MISSION,OVERHEAD,0,135,0
2538,2019,260,260,Jun,09--Jun,9,MISSION,OVERHEAD,0,127,0
2539,2019,260,260,Mar,06--Mar,6,MISSION,OVERHEAD,0,150,0
2540,2019,260,260,May,08--May,8,MISSION,OVERHEAD,0,149.5,0
2541,2019,260,260,Nov,02--Nov,2,MISSION,OVERHEAD,0,140,0
2542,2019,260,260,Oct,01--Oct,1,MISSION,OVERHEAD,0,176,0
2543,2019,260,260,Sep,12--Sep,12,MISSION,OVERHEAD,0,103.5,0
2544,2019,260,261,Apr,07--Apr,7,MISSION,FTS,188,1883,0.09984068
2545,2019,260,261,Apr,07--Apr,7,MISSION,OVERHEAD,41,224,0.183035714
2546,2019,260,261,Apr,07--Apr,7,MISSION,TSRA,86,335,0.256716418
2547,2019,260,261,Aug,11--Aug,11,MISSION,CMO,0,32,0
2548,2019,260,261,Aug,11--Aug,11,MISSION,FTS,304,1699,0.178928782
2549,2019,260,261,Aug,11--Aug,11,MISSION,OVERHEAD,139,336.5,0.41307578
2550,2019,260,261,Aug,11--Aug,11,MISSION,TSRA,0,37,0
2551,2019,260,261,Aug,11--Aug,11,MISSION,UNIQ,0,12,0
2552,2019,260,261,Aug,11--Aug,11,REIMB,,96,36,2.666666667
2553,2019,260,261,Dec,03--Dec,3,MISSION,CMO,0,16,0
2554,2019,260,261,Dec,03--Dec,3,MISSION,FTS,115.5,1288.5,0.089639115
2555,2019,260,261,Dec,03--Dec,3,MISSION,OVERHEAD,13,176,0.073863636
2556,2019,260,261,Dec,03--Dec,3,MISSION,TSRA,32,131.5,0.243346008
2557,2019,260,261,Dec,03--Dec,3,MISSION,UNIQ,0,24,0
2558,2019,260,261,Dec,03--Dec,3,REIMB,,34,80,0.425
2559,2019,260,261,Feb,05--Feb,5,MISSION,,0,64,0
2560,2019,260,261,Feb,05--Feb,5,MISSION,CMO,104,40,2.6
2561,2019,260,261,Feb,05--Feb,5,MISSION,FTS,113,1798,0.062847608
2562,2019,260,261,Feb,05--Feb,5,MISSION,OVERHEAD,19,156,0.121794872
2563,2019,260,261,Feb,05--Feb,5,MISSION,TSRA,0,64,0
2564,2019,260,261,Feb,05--Feb,5,MISSION,UNIQ,0,8,0
2565,2019,260,261,Feb,05--Feb,5,REIMB,,4,16,0.25
2566,2019,260,261,Jan,04--Jan,4,MISSION,CMO,59,40,1.475
2567,2019,260,261,Jan,04--Jan,4,MISSION,FTS,339.5,1913,0.177469942
2568,2019,260,261,Jan,04--Jan,4,MISSION,OVERHEAD,19,147,0.129251701
2569,2019,260,261,Jan,04--Jan,4,MISSION,TSRA,24,203.5,0.117936118
2570,2019,260,261,Jan,04--Jan,4,MISSION,UNIQ,0,8,0
2571,2019,260,261,Jan,04--Jan,4,REIMB,,6.5,56,0.116071429
2572,2019,260,261,Jul,10--Jul,10,MISSION,,0,2,0
2573,2019,260,261,Jul,10--Jul,10,MISSION,CMO,0,16,0
2574,2019,260,261,Jul,10--Jul,10,MISSION,FTS,407,1877.5,0.21677763
2575,2019,260,261,Jul,10--Jul,10,MISSION,OVERHEAD,0,164,0
2576,2019,260,261,Jul,10--Jul,10,MISSION,TSRA,0,88,0
2577,2019,260,261,Jul,10--Jul,10,MISSION,UNIQ,0,56,0
2578,2019,260,261,Jul,10--Jul,10,REIMB,,102,104,0.980769231
2579,2019,260,261,Jun,09--Jun,9,MISSION,FTS,41,1881.5,0.021791124
2580,2019,260,261,Jun,09--Jun,9,MISSION,OVERHEAD,12,143,0.083916084
2581,2019,260,261,Jun,09--Jun,9,MISSION,TSRA,0,36,0
2582,2019,260,261,Jun,09--Jun,9,MISSION,UNIQ,0,8,0
2583,2019,260,261,Jun,09--Jun,9,REIMB,,16,8,2
2584,2019,260,261,Mar,06--Mar,6,MISSION,,0,8,0
2585,2019,260,261,Mar,06--Mar,6,MISSION,FTS,668,2013.5,0.331760616
2586,2019,260,261,Mar,06--Mar,6,MISSION,OVERHEAD,21,203,0.103448276
2587,2019,260,261,Mar,06--Mar,6,MISSION,TSRA,0,144,0
2588,2019,260,261,Mar,06--Mar,6,MISSION,UNIQ,0,16,0
2589,2019,260,261,May,08--May,8,MISSION,FTS,348,1696.5,0.205128205
2590,2019,260,261,May,08--May,8,MISSION,OVERHEAD,12,166,0.072289157
2591,2019,260,261,May,08--May,8,MISSION,TSRA,0,262.5,0
2592,2019,260,261,May,08--May,8,MISSION,UNIQ,0,8,0
2593,2019,260,261,May,08--May,8,REIMB,,139.5,126,1.107142857
2594,2019,260,261,Nov,02--Nov,2,MISSION,CMO,0,16,0
2595,2019,260,261,Nov,02--Nov,2,MISSION,FTS,259.5,1752,0.148116438
2596,2019,260,261,Nov,02--Nov,2,MISSION,OVERHEAD,23,212,0.108490566
2597,2019,260,261,Nov,02--Nov,2,MISSION,TSRA,0,192,0
2598,2019,260,261,Nov,02--Nov,2,REIMB,,16,32,0.5
2599,2019,260,261,Oct,01--Oct,1,MISSION,CMO,0,8,0
2600,2019,260,261,Oct,01--Oct,1,MISSION,FTS,235.5,2111,0.111558503
2601,2019,260,261,Oct,01--Oct,1,MISSION,OVERHEAD,25,236,0.105932203
2602,2019,260,261,Oct,01--Oct,1,MISSION,TSRA,0,100,0
2603,2019,260,261,Oct,01--Oct,1,MISSION,UNIQ,0,48,0
2604,2019,260,261,Oct,01--Oct,1,REIMB,,0,0,0
2605,2019,260,261,Sep,12--Sep,12,MISSION,CMO,2,104,0.019230769
2606,2019,260,261,Sep,12--Sep,12,MISSION,FTS,87,1387.5,0.062702703
2607,2019,260,261,Sep,12--Sep,12,MISSION,OVERHEAD,184.5,356,0.518258427
2608,2019,260,261,Sep,12--Sep,12,MISSION,TSRA,0,109.5,0
2609,2019,260,261,Sep,12--Sep,12,MISSION,UNIQ,0,16,0
2610,2019,260,261,Sep,12--Sep,12,REIMB,,82,48,1.708333333
2611,2019,260,262,Apr,07--Apr,7,MISSION,CMO,0,33,0
2612,2019,260,262,Apr,07--Apr,7,MISSION,FTS,17,902.5,0.018836565
2613,2019,260,262,Apr,07--Apr,7,MISSION,OVERHEAD,7,369,0.01897019
2614,2019,260,262,Apr,07--Apr,7,MISSION,TSRA,53,236,0.224576271
2615,2019,260,262,Apr,07--Apr,7,MISSION,UNIQ,0,81,0
2616,2019,260,262,Apr,07--Apr,7,REIMB,,0,108.5,0
2617,2019,260,262,Aug,11--Aug,11,MISSION,FTS,16,851.5,0.01879037
2618,2019,260,262,Aug,11--Aug,11,MISSION,OVERHEAD,28,557.5,0.050224215
2619,2019,260,262,Aug,11--Aug,11,MISSION,TSRA,65,127,0.511811024
2620,2019,260,262,Aug,11--Aug,11,MISSION,UNIQ,0,18,0
2621,2019,260,262,Aug,11--Aug,11,REIMB,,49.5,95,0.521052632
2622,2019,260,262,Dec,03--Dec,3,MISSION,CMO,6,0,0
2623,2019,260,262,Dec,03--Dec,3,MISSION,FTS,90,510,0.176470588
2624,2019,260,262,Dec,03--Dec,3,MISSION,OVERHEAD,0,260.5,0
2625,2019,260,262,Dec,03--Dec,3,MISSION,TSRA,9,223.5,0.040268456
2626,2019,260,262,Dec,03--Dec,3,MISSION,UNIQ,0,13,0
2627,2019,260,262,Dec,03--Dec,3,REIMB,,8,0,0
2628,2019,260,262,Feb,05--Feb,5,MISSION,FTS,197,740,0.266216216
2629,2019,260,262,Feb,05--Feb,5,MISSION,OVERHEAD,0,347,0
2630,2019,260,262,Feb,05--Feb,5,MISSION,TSRA,20,257.5,0.077669903
2631,2019,260,262,Feb,05--Feb,5,MISSION,UNIQ,0,20,0
2632,2019,260,262,Feb,05--Feb,5,REIMB,,0,5,0
2633,2019,260,262,Jan,04--Jan,4,MISSION,FTS,10,647,0.015455951
2634,2019,260,262,Jan,04--Jan,4,MISSION,OVERHEAD,0,352,0
2635,2019,260,262,Jan,04--Jan,4,MISSION,TSRA,0,317.5,0
2636,2019,260,262,Jan,04--Jan,4,MISSION,UNIQ,18,193,0.093264249
2637,2019,260,262,Jan,04--Jan,4,REIMB,,0,36,0
2638,2019,260,262,Jul,10--Jul,10,MISSION,FTS,23.5,1075,0.021860465
2639,2019,260,262,Jul,10--Jul,10,MISSION,OVERHEAD,0,360,0
2640,2019,260,262,Jul,10--Jul,10,MISSION,TSRA,27,177,0.152542373
2641,2019,260,262,Jul,10--Jul,10,MISSION,UNIQ,0,30,0
2642,2019,260,262,Jul,10--Jul,10,REIMB,,4.5,43,0.104651163
2643,2019,260,262,Jun,09--Jun,9,MISSION,FTS,4.5,668.5,0.006731488
2644,2019,260,262,Jun,09--Jun,9,MISSION,OVERHEAD,0,411,0
2645,2019,260,262,Jun,09--Jun,9,MISSION,TSRA,93,359,0.259052925
2646,2019,260,262,Jun,09--Jun,9,MISSION,UNIQ,0,161,0
2647,2019,260,262,Jun,09--Jun,9,REIMB,,42.5,69,0.615942029
2648,2019,260,262,Mar,06--Mar,6,MISSION,CMO,7.8,0,0
2649,2019,260,262,Mar,06--Mar,6,MISSION,FTS,233,1054,0.221062619
2650,2019,260,262,Mar,06--Mar,6,MISSION,OVERHEAD,0,456,0
2651,2019,260,262,Mar,06--Mar,6,MISSION,TSRA,0,54,0
2652,2019,260,262,Mar,06--Mar,6,MISSION,UNIQ,0,15,0
2653,2019,260,262,May,08--May,8,MISSION,FTS,15,788,0.019035533
2654,2019,260,262,May,08--May,8,MISSION,OVERHEAD,6,530,0.011320755
2655,2019,260,262,May,08--May,8,MISSION,TSRA,13.5,294,0.045918367
2656,2019,260,262,May,08--May,8,MISSION,UNIQ,0,72,0
2657,2019,260,262,May,08--May,8,REIMB,,0,19,0
2658,2019,260,262,Nov,02--Nov,2,MISSION,CMO,32,100.2,0.319361277
2659,2019,260,262,Nov,02--Nov,2,MISSION,FTS,71.5,657,0.108828006
2660,2019,260,262,Nov,02--Nov,2,MISSION,OVERHEAD,0,261.5,0
2661,2019,260,262,Nov,02--Nov,2,MISSION,TSRA,14,200,0.07
2662,2019,260,262,Nov,02--Nov,2,MISSION,UNIQ,0,31,0
2663,2019,260,262,Oct,01--Oct,1,MISSION,FTS,114.5,1054,0.108633776
2664,2019,260,262,Oct,01--Oct,1,MISSION,OVERHEAD,0,295,0
2665,2019,260,262,Oct,01--Oct,1,MISSION,TSRA,24,203,0.118226601
2666,2019,260,262,Oct,01--Oct,1,MISSION,UNIQ,0,88,0
2667,2019,260,262,Oct,01--Oct,1,REIMB,,59,82,0.719512195
2668,2019,260,262,Sep,12--Sep,12,MISSION,FTS,148.5,676,0.219674556
2669,2019,260,262,Sep,12--Sep,12,MISSION,OVERHEAD,0,432,0
2670,2019,260,262,Sep,12--Sep,12,MISSION,TSRA,51,283,0.180212014
2671,2019,260,262,Sep,12--Sep,12,MISSION,UNIQ,0,53,0
2672,2019,260,262,Sep,12--Sep,12,REIMB,,0,1,0
2673,2019,260,263,Apr,07--Apr,7,MISSION,CMO,27.8,101,0.275247525
2674,2019,260,263,Apr,07--Apr,7,MISSION,FTS,238.5,811,0.294081381
2675,2019,260,263,Apr,07--Apr,7,MISSION,OVERHEAD,22.5,287,0.078397213
2676,2019,260,263,Apr,07--Apr,7,MISSION,TSRA,195,345,0.565217391
2677,2019,260,263,Apr,07--Apr,7,REIMB,,36,189,0.19047619
2678,2019,260,263,Aug,11--Aug,11,MISSION,CMO,73.5,314,0.234076433
2679,2019,260,263,Aug,11--Aug,11,MISSION,FTS,107.5,582.5,0.184549356
2680,2019,260,263,Aug,11--Aug,11,MISSION,OVERHEAD,21,305,0.068852459
2681,2019,260,263,Aug,11--Aug,11,MISSION,TSRA,11,236,0.046610169
2682,2019,260,263,Aug,11--Aug,11,REIMB,,13,126,0.103174603
2683,2019,260,263,Dec,03--Dec,3,MISSION,CMO,121,176,0.6875
2684,2019,260,263,Dec,03--Dec,3,MISSION,FTS,141.5,380.5,0.371879106
2685,2019,260,263,Dec,03--Dec,3,MISSION,OVERHEAD,10,180,0.055555556
2686,2019,260,263,Dec,03--Dec,3,MISSION,TSRA,25,190.5,0.131233596
2687,2019,260,263,Dec,03--Dec,3,MISSION,UNIQ,0,8,0
2688,2019,260,263,Dec,03--Dec,3,REIMB,,131,162,0.808641975
2689,2019,260,263,Feb,05--Feb,5,MISSION,CMO,11,125,0.088
2690,2019,260,263,Feb,05--Feb,5,MISSION,FTS,153,667,0.229385307
2691,2019,260,263,Feb,05--Feb,5,MISSION,OVERHEAD,28.5,294.5,0.096774194
2692,2019,260,263,Feb,05--Feb,5,MISSION,TSRA,10,126.5,0.079051383
2693,2019,260,263,Feb,05--Feb,5,REIMB,,109,265,0.411320755
2694,2019,260,263,Jan,04--Jan,4,MISSION,CMO,49,250,0.196
2695,2019,260,263,Jan,04--Jan,4,MISSION,FTS,142.5,525.5,0.271170314
2696,2019,260,263,Jan,04--Jan,4,MISSION,OVERHEAD,36,271.5,0.132596685
2697,2019,260,263,Jan,04--Jan,4,MISSION,TSRA,57,306,0.18627451
2698,2019,260,263,Jan,04--Jan,4,MISSION,UNIQ,0,34,0
2699,2019,260,263,Jan,04--Jan,4,REIMB,,100.5,139,0.723021583
2700,2019,260,263,Jul,10--Jul,10,MISSION,CMO,15,119,0.12605042
2701,2019,260,263,Jul,10--Jul,10,MISSION,FTS,57.5,744,0.077284946
2702,2019,260,263,Jul,10--Jul,10,MISSION,OVERHEAD,64.5,339,0.190265487
2703,2019,260,263,Jul,10--Jul,10,MISSION,TSRA,34,87,0.390804598
2704,2019,260,263,Jul,10--Jul,10,REIMB,,17,143,0.118881119
2705,2019,260,263,Jun,09--Jun,9,MISSION,CMO,31.5,120,0.2625
2706,2019,260,263,Jun,09--Jun,9,MISSION,FTS,257.5,906.2,0.284153608
2707,2019,260,263,Jun,09--Jun,9,MISSION,OVERHEAD,13.5,262,0.051526718
2708,2019,260,263,Jun,09--Jun,9,MISSION,TSRA,2,71.5,0.027972028
2709,2019,260,263,Jun,09--Jun,9,REIMB,,20,78,0.256410256
2710,2019,260,263,Mar,06--Mar,6,MISSION,CMO,89,164,0.542682927
2711,2019,260,263,Mar,06--Mar,6,MISSION,FTS,111,863.5,0.128546613
2712,2019,260,263,Mar,06--Mar,6,MISSION,OVERHEAD,44.5,326,0.136503067
2713,2019,260,263,Mar,06--Mar,6,MISSION,TSRA,29.3,234,0.125213675
2714,2019,260,263,Mar,06--Mar,6,REIMB,,47,183,0.256830601
2715,2019,260,263,May,08--May,8,MISSION,CMO,9,121,0.074380165
2716,2019,260,263,May,08--May,8,MISSION,FTS,294.5,806.5,0.365158091
2717,2019,260,263,May,08--May,8,MISSION,OVERHEAD,18.5,211.5,0.087470449
2718,2019,260,263,May,08--May,8,MISSION,TSRA,183,329,0.556231003
2719,2019,260,263,May,08--May,8,REIMB,,61,187,0.326203209
2720,2019,260,263,Nov,02--Nov,2,MISSION,CMO,106.5,68,1.566176471
2721,2019,260,263,Nov,02--Nov,2,MISSION,FTS,109,616,0.176948052
2722,2019,260,263,Nov,02--Nov,2,MISSION,OVERHEAD,39,236,0.165254237
2723,2019,260,263,Nov,02--Nov,2,MISSION,TSRA,0,200,0
2724,2019,260,263,Nov,02--Nov,2,MISSION,UNIQ,0,88,0
2725,2019,260,263,Nov,02--Nov,2,REIMB,,69.2,118,0.586440678
2726,2019,260,263,Oct,01--Oct,1,MISSION,CMO,30,79,0.379746835
2727,2019,260,263,Oct,01--Oct,1,MISSION,FTS,9,399,0.022556391
2728,2019,260,263,Oct,01--Oct,1,MISSION,OVERHEAD,63,273,0.230769231
2729,2019,260,263,Oct,01--Oct,1,MISSION,TSRA,207.5,549.5,0.377616015
2730,2019,260,263,Oct,01--Oct,1,MISSION,UNIQ,0,4,0
2731,2019,260,263,Oct,01--Oct,1,REIMB,,206,345,0.597101449
2732,2019,260,263,Sep,12--Sep,12,MISSION,CMO,20,263.5,0.075901328
2733,2019,260,263,Sep,12--Sep,12,MISSION,FTS,107,631,0.169572108
2734,2019,260,263,Sep,12--Sep,12,MISSION,OVERHEAD,11,314.5,0.034976153
2735,2019,260,263,Sep,12--Sep,12,MISSION,TSRA,48.5,117,0.414529915
2736,2019,260,263,Sep,12--Sep,12,REIMB,,15,110,0.136363636
2737,2019,260,264,Apr,07--Apr,7,MISSION,CMO,355,1084,0.327490775
2738,2019,260,264,Apr,07--Apr,7,MISSION,FTS,284,877.5,0.323646724
2739,2019,260,264,Apr,07--Apr,7,MISSION,OVERHEAD,0,185.5,0
2740,2019,260,264,Apr,07--Apr,7,MISSION,UNIQ,0,21,0
2741,2019,260,264,Apr,07--Apr,7,REIMB,,61,172,0.354651163
2742,2019,260,264,Aug,11--Aug,11,MISSION,,0,4,0
2743,2019,260,264,Aug,11--Aug,11,MISSION,CMO,332,1109.5,0.299233889
2744,2019,260,264,Aug,11--Aug,11,MISSION,FTS,340,520.5,0.65321806
2745,2019,260,264,Aug,11--Aug,11,MISSION,OVERHEAD,0,186.5,0
2746,2019,260,264,Aug,11--Aug,11,MISSION,TSRA,0,88,0
2747,2019,260,264,Aug,11--Aug,11,MISSION,UNIQ,3,70,0.042857143
